,label,tweet,cleaning
2154,love,Tentang dia. Yang terlahir dalam keluarga yang bahagia. Dengan penuh cinta. Dengan penuh kasih. Hingga tumbuh menjadi sosok yang penuh dengan karisma memcintai dan dicinta berjuta manusia.,dia lahir keluarga bahagia penuh cinta penuh kasih hingga tumbuh jadi sosok penuh karisma memcintai cinta juta manusia
2155,fear,"Setuju pak [USERNAME], sama antisipasi kegiatan SOTR jg pak yg blm lama terjadi justru berujung tawuran & disertai aksi vandalisme, demi terciptanya keamanan dan kenyamanan warga, kasihan yg pulang kerja larut malam. Terlebih mendekati hari raya",tuju bapak username sama antisipasi giat sotr bapak lama jadi justru ujung tawur serta aksi vandalisme cipta aman nyaman warga kasihan pulang kerja larut malam lebih dekat hari raya
2156,anger,"[USERNAME] [USERNAME] Setuju bang yg beginian bikin hidupnya gk tenang aj ya,gk mikirin yg lain ky gmn nyari orderan pengen enak sendiri aj jadinya ,gw aj gedeg bener yg bikin opik begituan",username username tuju bang begini bikin hidup tenang iya tidak mikirin gmn cari order ken enak sendiri jadi saya gedeg benar bikin opik begitu
2157,happy,"Congraduation Angela Merici akuu. Agak sedih sih yaa padahal kamu udah sengaja ngalah buat aku, tp tetep duluan kamuuu. Udah sarjana lho njel, dikurangi yaa lemot2nya",congraduation angela merici akuu sedih sih yaa padahal kamu sengaja ngalah buat aku tetep duluan kamuuu sarjana lho njel rang yaa lot nya
2158,love,SAYANG BANGET SAMA ANAK INI YAAMPUUUUUUNNN COBA YANG BISA NANDINGIN DANCE BADAN KARET TANPA TULANGNYA TEN SINI MAJU WKWKWKW,sayang banget sama anak yaampuuuuuunnn coba nandingin dance badan karet tulang ten sini maju wkwkwkw
2159,anger,"udah tau akun verified, netijen indo galak, udah deh si mamas habis dilahap netijen. menurutku speakup disini gmn cara kita mengadukan hal tsb kpd pihak yang lebih kuat. kalau anak2 ya ke ortu, guru, dsb gitu bkn cari massa buat nge-hate pelaku. apa bedanya sm main hakim sendiri?",tahu akun verified netijen indo galak deh si mamas habis lahap netijen turut speakup sini gmn cara adu tsb pihak lebih kuat kalau anak iya orang tua guru gitu bukan cari massa buat nge hate laku apa beda sm main hakim sendiri
2160,sadness,Sayang seribu sayang namun tak ada satupun yg nyangkut sampai sekarang,sayang ribu sayang satu nyangkut sekarang
2161,sadness,"Mau bilang rindu tp bkn siapa, mau blang cemburu jg bukan siapa2 .emang benar yg bukan siapa2 mana bisa dapat apa2",mau bilang rindu bukan siapa mau blang cemburu bukan siapa emang benar bukan siapa mana apa
2162,anger,"[USERNAME] Untuk kesekian kalinya,ga sepaham sama akun anonim ini Sudah mulai kebablasan dalam kebebasan berargumen Banyak hal yg dikritisi namun ga pake nalar dan hati nurani Awalnya saya tertarik dengan tweetnya,makin kesini makin ga punya kontrol..ah",username sekian kali tidak paham sama akun anonim mulai bablas bebas argumen banyak kritisi pakai nalar hati nurani awal tarik tweetnya makin kesini makin punya kontrol ah
2163,fear,"/rlt/ minta saran dong, akukan pesen sepatu PO gitu nah biasanya datengnya seminggu 2minggu tapi ini udah lebih dari sebulan sepatunya ga dateng22. yaa belom bayar sih cumakan sepatunya mau aku pake. enaknya tanya gimana sama penjual? mau pesen ke yg lain takut sepatunya dateng.",rlt minta saran dong aku sen sepatu po gitu nah biasa datengnya minggu minggu lebih bulan sepatu dateng yaa bayar sih cuma sepatu mau aku pakai enak tanya bagaimana sama jual mau sen takut sepatu dateng
2164,happy,#SalamSaum #SobaTani Ekspor komoditas perkebunan kita naik 26.5 % dari Tahun 2016 sd 2017. Keren buat #PetaniKita,salamsaum sobatani ekspor komoditas kebun naik tahun sd keren buat petanikita
2165,love,"Di sela-sela kesibukan di kantor, kalau tiba-tiba kangen Tobio, gue seringkali liat foto dan video dia di handphone. Oh, God, sayang banget gue sama Tobio.",sela sela sibuk kantor kalau tiba tiba kangen tobio seringkali lihat foto video handphone oh god sayang banget sama tobio
2166,anger,[USERNAME] Jadi pemimpin gubernur harus pikir mateng2 menciptakan pekerjaan Kembangkan tong sampah buatan indonesia anti bocor dan lain2 untuk di beli kebutuhan dalem negeri bukan beli impor tong sampah,username jadi pimpin gubernur pikir mateng cipta kerja kembang tong sampah buat indonesia anti bocor lain beli butuh dalem negeri bukan beli impor tong sampah
2167,happy,"sebenernya awal gua naksir yg coklat, tp wkt itu stock kosong T^T krn w kepo parah ama sound ini headphone dan keinginan untuk memiliki sudah terlalu kuat! jadinya beli yg ada stocknya aja.. akhirnya w berjodoh dengan ""STEEL""",sebenernya awal naksir coklat waktu stock kosong t t w mau tahu urus orang parah sama sound headphone ingin milik terlalu kuat jadi beli stocknya saja akhir w jodoh steel
2168,anger,Hehehee kan memang itu yg di minta..seharusnya TBG Gentle kalau memang sdh tdk sejalan lg dgn [USERNAME] mengundurkan diri sbg pengurus maupun kader PD [URL],hehehee kan memang minta harus tbg gentle kalau memang jalan username undur diri sbg urus maupun kader url
2169,anger,"Lg rame sexual harassment gara2 via vallen.. Dan bnyk pro dan kontra atas yg dilakukan via. Yg kontra, mungkin hrs nonton 13 reason why sih tuh. Dmn udh cerita kmn2 mnta pertolongan, tp org2 nganggep hal tsb sepele. Telek.",ramai sexual harassment gara lewat vallen banyak profesional kontra atas laku lewat kontra mungkin nonton reason why sih tuh dmn udh cerita kmn mnta tolong orang orang nganggep tsb sepele telek
2170,fear,"Maaf prof, bukan cuman takut ditelanjangi, jauhi korupsi kerna ITU DOSA, bagi yg masih punya iman takutlah kepada Allah Yang Maha Mengetahui....",maaf prof bukan cuman takut telanjang jauh korupsi kerna dosa punya iman takut allah maha tahu
2171,happy,Pagi ini dapet lagi mba supir tj yang selalu semangat kalo nyetir sambil dengerin lagu yang macem2. Tadi dia muter lagu sayang.. tapi versi bahasa jepang. Ikut semangat liatnya :)) Jadi mikir ye sayang banget orang yang gak mau menikmati sesuatu cuma karena perbedaan bahasa.,pagi mbak supir tj selalu semangat kalau nyetir dengerin lagu macam tadi muter lagu sayang versi bahasa jepang ikut semangat lihat jadi mikir ye sayang banget orang mau nikmat cuma beda bahasa
2172,fear,"Berat badanku 77kg, aku minder, aku takut di bully, aku takut mereka yg bilang cantik itu langsing bukan C A N T I K Aku juga takut dibilang ""Gapura Kecamatan"" #janganbullyaku [URL]",berat badan kg aku minder aku takut bully aku takut bilang cantik langsing bukan c a i aku takut bilang gapura camat janganbullyaku url
2173,love,"[USERNAME] Gimana ya jelasinnya wkwkwk. Ya orang yg pertama kalinya bisa bikin kita merasa degdegan, pengen mengenal lebih, terus pengen deket terus gitu. Biasanya pas kls 6 atau smp gitu (kalau aku), relatif sih wkwkw",username bagaimana iya jelasinnya wkwkwk iya orang pertama kali bikin rasa degdegan ken kenal lebih terus ken deket terus gitu biasa pas kls smp gitu kalau aku relatif sih wkwkw
2174,fear,Ini sih jadinya 422 -_- Ga berani keluar buat manasin air gegara diceritain siska bahwa ada 'something'. Memang dasar apel kamu siska!!! Bikin takut,sih jadi berani keluar buat manasin air gegara diceritain siska something memang dasar apel kamu siska bikin takut
2175,fear,"[USERNAME] [USERNAME] Menurutku si karena lingkungan tempat tinggal juga. Yg bully si adek emang anak preman yg bapak dan kakaknya hobi mabok""an dan berantem. Ngeri ya jadi takut nyekolahin anak di sekolah umum",username username turut si lingkung tempat tinggal juga bully si adek emang anak preman bapak kakak hobi mabok an antem ngeri iya jadi takut nyekolahin anak sekolah umum
2176,love,"Selamat ulang tahun idolaku,masku sekaligus ebesku tercinta walaupun jarang ketemu tetep terselip doa untukmu semoga senantiasa diberi kesehatan,rezeki & kerendahan hati",selamat ulang tahun idola mas sekaligus ebesku cinta walaupun jarang ketemu tetep selip doa untuk moga senantiasa beri sehat rezeki rendah hati
2177,sadness,"Yuk, akhirnya msk minggu awal bln Juni 2018. Ga terasa udh setengah thn aj. Ternyata bnyak target yg blm terealisasi sampai skr. Hrs belajar displin konsisten biar bisnis Oriflame makin lancar",yuk akhir masuk minggu awal bulan juni asa udh tengah tahun saja nyata bnyak target realisasi skr ajar displin konsisten biar bisnis oriflame makin lancar
2178,sadness,"Ya berkali kali Farah suka ingetin untuk engga diterusin. Katanya makin gue perhatian ke dia, makin sulit buat gue untuk lupain soal dia. Tapi nihya far, udh gue coba dr jaman kapan ahelah. Ujung2nya penuh risiko (re: suka kgn). Hmm pahit :(((",iya kali kali farah suka ingetin engga diterusin kata makin perhati dia makin sulit buat lupain soal dia nihya far udh coba jaman kapan ahelah ujung nya penuh risiko reply suka kgn hmm pahit
2179,happy,"Untuk pengalaman, kemarin hari jiwa dan raga sedang tak seirama, rungsing. Pada awalnya curhat dengan kawan dan akhirnya saya berkontlemplasi sendiri. Hasilnya: Ternyata Allah itu baik banget ya, ngasih kepercayaan kpd sy mengatasi persoalan hidup yang sebegitu kompleksnya...",alam kemarin hari jiwa raga sedang irama rungsing awal curhat kawan akhir berkontlemplasi sendiri hasil nyata allah baik banget iya beri percaya atas soal hidup begitu kompleks
2180,sadness,"dan bilang kamis itu dihadapan teman2 kerja tadi pagi pas lagi apel, ketegangan jadi ngakak gara2 ngengeblengan seorang pegawai yg mau mimpin yelyel.. diajak intermezo dulu.. padahal malunya itu lho",bilang kamis hadap teman kerja tadi pagi pas apel tegang jadi tertawa gara ngengeblengan orang pegawai mau mimpin yelyel ajak intermezo dulu padahal malu lho
2181,fear,"[USERNAME] jujur ya gue juga takut, banci yang ngamen gitu sih, pernah kejadian soalnya banci ngebegal, serem banget kalo lahi marah marah sambil nodong piso",username jujur iya takut banci ngamen gitu sih pernah jadi soal banci ngebegal rem banget kalau lah marah marah nodong piso
2182,happy,Barusan telponan sama temen SD. Dan happy banget dia mau ngasih gue kesempatan untuk melakukan hal yang pengen gue lakuin banget-nget-nget.,barusan telpon sama teman sd bahagia banget mau beri sempat laku ken lakuin banget nget nget
2183,sadness,"Ada pasien yg curhat 17th cuci darah dan ttp positif krn keluarganya yg supportif, ada jg yg ditinggal oleh anak dan suaminya, ada jg yg untum ke rumah sakit gaada ongkos pdhal cucidarahnya udah gratis.. bayangin 17th cuci darah! Mashaallah dah nikmat sehat itu",pasien curhat th cuci darah ttp positif keluarga supportif tinggal anak suami untum rumah sakit uang ongkos pdhal cucidarahnya gratis bayangin th cuci darah mashaallah deh nikmat sehat
2184,love,"Karena ngerasa #temanbukanpacarbukan gue nanya dan dia blg sayang deh tuh. Naaaah, lagi sayang sayang nya namanya juga maunya ketemu mulu maunya diliatin mulu ke orang-orang ",ngerasa temanbukanpacarbukan tanya bilang sayang deh tuh naaaah sayang sayang nya nama mau ketemu melulu mau diliatin melulu orang orang
2185,fear,"Gue tadi di sekolah kucek kucek mata kan ya. Abis itu banyak bulu mata yang rontok. Auto panik nih, takut kalo gundul sebelah. Nah, bulu mata tuh bisa tumbuh lagi gak sih?:(",tadi sekolah kucek kucek mata kan iya habis banyak bulu mata rontok auto panik ini takut kalau gundul belah nah bulu mata tuh tumbuh sih
2186,sadness,"Jika saya berkata sekarang, maka hanya ada cacian dan teriakan kasar ttg kemunafikan...utk itu skrg saya lebih memilih diam dan menjauh dari kehidupan.",kata sekarang caci ria kasar munafik untuk skrg lebih pilih diam jauh hidup
2187,fear,"Ngeri.. Ternyata Popok Seklai Pakai Jadi Pemicu Utama Infeksi Saluran Kencing Jangan lengah dengan kepraktisan popok sekali pakai. Karena jika tak perhatikan hal ini, bahaya bisa mendekati si kecil",ngeri nyata popok seklai pakai jadi picu utama infeksi salur kencing jangan lengah praktis popok sekali pakai perhati ini bahaya dekat si kecil
2188,happy,"Hari berganti sore, rasa letih semakin meningkat, ttp semangat ya!",hari ganti sore rasa letih makin tingkat ttp semangat iya
2189,sadness,. Innalillahi wa inna ilaihi roji'un. turut berduka cita atas meninggalnya ibunda tercinta sohib gua memendurehmen56 semoga Almarhumah husnul khotimah serta amal ibadahnya diterima disisiNya,innalillahi wa inna ilaihi roji un turut duka cita atas tinggal ibunda cinta teman memendurehmen moga almarhumah husnul khotimah amal ibadah terima sis
2190,anger,Kamu bilang sayang bila pembangunan [USERNAME] tdk dilanjutkan apa kamu berfikir presiden berikutnya tdk akan membangun? Mengapa tdk bilang sayang jk hutang yg menggunung jokowi tdk dilanjutkan hingga negara ini bangkrut??? Selamat jd cebi syaratnya emang otak tdk dipake,kamu bilang sayang bila bangun username lanjut apa kamu berfikir presiden ikut bangun bilang sayang jk hutang gunung jokowi lanjut hingga negara bangkrut selamat jadi cebi syarat emang otak dipake
2191,sadness,"200 mubalig versi Menag,sdh ditatar.Bahan ceramah hrs sesuai dgn Menag.Lucu juga.Ceramah terkendali.Jika para mubalig menolak Menag mundur.Iya dong,kalo [USERNAME] punya harga diri. [URL]",mubalig versi menag sudah tatar bahan ceramah sesuai menag lucu juga ceramah kendali jika mubalig tolak menag mundur iya dong kalau username punya harga diri url
2192,anger,JILBABER BAJU NATAL NORAK & ANJING2 KALIAN SDH MNYAMBUT DI HOTEL WAHAI INTEL SETAN [USERNAME] [USERNAME] APEP AHMAD TARDIYANA URBANE ANJING !! INI AJA POLA ULAH INTEL BUSUK LO NGIKUTIN ORG KEMNPUN TAEKKKK !! ALAT TEROR BNGSAT LAGI2 KALIAN PASANG DI KAMAR KERJASAMA DGN HOTEL TAEK!,jilbaber baju natal norak anjing kalian mnyambut hotel wahai intel setan username username apep ahmad tardiyana urbane anjing pola ulah intel busuk kamu ngikutin orang kemnpun taekkkk alat teror bngsat lagi kalian pasang kamar kerjasama hotel taek
2193,happy,"Saya serius, kalopun pak [USERNAME] nanti kalah, sy mending kalah sama yusril daripada sama prabowo Tapi kan gak mungkin kalah ya...hahaha [URL]",serius kalau bapak username kalah lebih baik kalah sama yusril sama prabowo kan mungkin kalah iya hahaha url
2194,fear,Smg bsk ud ada pengumuman baik ya Allah amin lancarkanlah segalanya bener2 deh judulnya skrg tuh w dipenuhi ketidak pastian dan penantian huhuhu bener2 dr berbagai aspek bs tenang aja ga si ni idup,smg besok umum baik iya allah amin lancar segala benar deh judul skrg tuh w penuh tidak pasti nanti huhuhu benar bagai aspek tenang si idup
2195,fear,"dek, saya cuma takut, perasaan saya akan melebihi batas sebagai kakak kelas. berhenti ya? sekalipun alasan kamu mengabari saya adalah karena bosan.",adik cuma takut asa lebih batas kakak kelas henti iya sekalipun alas kamu abar bosan
2196,sadness,"Emang Allah Maha Baik. Bahkan ada banyak pelajaran dr hal-hal kecil terjadi. semalem ada yg bilang 'sabar yang pasti ada jalan. Jangan dibawa kalut dulu' Tapi emang dasar imanku masih cetek, bukannya nenangin diri malah sibuk ngeluhin si bapak :(",emang allah maha baik bahkan banyak ajar hal hal kecil jadi semalem bilang sabar jalan jangan bawa kalut dulu emang dasar iman cetek bukan nenangin diri bahkan sibuk ngeluhin si bapak
2197,sadness,Tanpa jarak maka kerinduan hanyalah angan Tanpa jarak maka tak akan jelas aku melihat kerupaanmu Tanpa jarak maka tak ada yang benar-benar aku nanti,jarak rindu hanya angan jarak jelas aku lihat rupa jarak benar benar aku
2198,sadness,"Duh. Sakit sekali. Karena saya org yg jujur, saya bakal blg kalau saya ada perasaan sama dia namun saya tidak memaksanya membalas perasaan saya dan membiarkan dia mengejar orang yang dia suka saja",aduh sakit sekali orang jujur bakal bilang kalau asa sama paksa balas asa biar kejar orang suka
2199,fear,me as a girlfriend always pujuk my bf if dia merajuk because i dont want to lose him perasaan takut tu automatik dtg bila kita dah sayang hmm,me as a girlfriend always pujuk my bf if rajuk because i dont want to lose him asa takut tu automatik datang bila deh sayang hmm
2200,happy,"yakin aja, setiap datang pasti akan pergi, dan begitupun sebaliknya. Pasti ada gantinya, ya mungkin harus dari nol lagi, ngajarin lagi. Ya itu lah proses, mau bisa ya harus belajar.",yakin saja datang pergi begitu balik ganti iya mungkin nol lagi ngajarin lagi iya lah proses mau iya ajar
2201,love,"Apapun yang terjadi, kita hadapi, demi terwujud impian hati ~ Yakinlah Tuhan merestui, cinta kita kan abadi ~ Selama dunia masih berputar, cinta ini takkan pudar ~ Tiada pernah berubah, abadi sepanjang masaaaaaa ~ Aahhseeeek",apa jadi hadap wujud impi hati yakin tuhan restu cinta kan abadi lama dunia putar cinta tidak pudar tiada pernah ubah abadi panjang masaaaaaa aahhseeeek
2202,fear,Mau jalan kaki diluar kosan tapi takut kena jambret karena mau nenteng kamera dan handphone.... alhasil gabut dalem kamar sendirian dengan laptop dan kue basah pemberian kamar tetangga. #baladaanakdaerah,mau jalan kaki luar kosan takut kena jambret mau nenteng kamera handphone alhasil gabut dalem kamar sendiri laptop kue basah beri kamar tetangga baladaanakdaerah
2203,fear,"Tiap malem kayak gini aku sllu resah, tentang semuanya yg telah terjadi dan apa yg akan terjadi esok. 2 malam ini aku resah karna berita yg muncul tgl 25 kemaren.",tiap malam kayak gin aku sllu resah semua jadi apa jadi esok malam aku resah berita muncul tanggal kemarin
2204,sadness,"[USERNAME] belum lama ini, dia bilang kalo dia sedih ngeliat temen-temennya ngalamin masa sulit. Dan bahkan mereka pun ga mau punyagrup chatting karna khawatir kalo ada yg ga bales malah jadi nyakitin perasaan. Se soft itu lho mereka :')",username lama ini bilang kalau sedih lihat teman temennya ngalamin masa sulit bahkan mau punyagrup chatting khawatir kalau balas bahkan jadi nyakitin asa se soft lho
2205,fear,kabar terakhir dari si timi. dia ga berani pulang dan tidur di serambi masjid. trauma dengan diri yang tercampakan oleh sang pemilik.,kabar akhir si timi berani pulang tidur serambi masjid trauma diri campa sang milik
2206,love,GUE LEMAH SAMA YANG KE-DADDY-AN KAYAK LO BRI. LU BIKIN GUE MAKIN SAYANG TAU GAK KALO GINI CERITANYA. PENGEN MENGHILANG GUE LAH. [URL],lemah sama ke daddy an kayak kamu bri kamu bikin makin sayang tahu kalau gin cerita ken hilang lah url
2207,anger,"namanya orangtua ya emang wajib kan bayarin anaknya sekolah ? jadi gada tu yang namanya buang2 duit !! semua yang udah dilakuin sama kita baik bener apa gak itu gabakal sia sia ! gausah takut gagal, gausah mikir buruk. justru yg sia sia tu dg kalian ngejudge orglain kyk gini",nama orangtua iya emang wajib kan bayarin anak sekolah jadi gada tu nama buang duit semua dilakuin sama baik benar apa gabakal sia sia gausah takut gagal gausah mikir buruk justru sia sia tu kalian ngejudge orglain gin
2208,fear,"[askmf] guys, gua mau upload twibbon univ di instagram. tapi minder, karna univnya swasta. takut dipandang remeh dan gak layak buat dipajang diinstagram. salty-in aja gpp kok",askmf teman-teman mau upload twibbon univ instagram minder univnya swasta takut pandang remeh layak buat pajang diinstagram salty in apa apa kok
2209,love,park woojin harus disayang dicintai diapresiasi diberi makanan enak diberi pelukan hangat diberi kopi panas atau cokelat panas terserah dia deh yang penting dia bahagia pokoknya intinya adalah park woojin harus dibuat bahagia.,park woojin sayang cinta apresiasi beri makan enak beri peluk hangat beri kopi panas cokelat panas serah deh penting bahagia pokok inti park woojin buat bahagia
2210,fear,Iyaa untungnyaaa .. . Jgn mantai dulu deh.. kmrn sepupuku pulang ke bali jg disaranin pake pesawat mobilny tinggal di jogja abis nyebrangnya coy horor,iyaa untungnyaaa jangan manta dulu deh kemarin sepupu pulang bal disaranin pakai pesawat mobilny tinggal jogja habis nyebrangnya coy horor
2211,sadness,"Kalo nanggung kea skrg itu lebih betein ketimbang pas pendek. dulu yes, sekarang no. mungkin ngambek selalu dipotong. udah 3 tahun gapernah lewat sebahu  and u ka [USERNAME]?",kalau nanggung kea skrg lebih betein ketimbang pas pendek dulu yes sekarang no mungkin marah selalu potong tahun gapernah lewat bahu and kamu kakak username
2212,sadness,Alasan kenapa aing jarang bales chat. Ngobrol sama manusia itu lebih seru dibanding chat yang kadang ga jelas juga yang dibahas apa. [URL],alas jarang balas chat ngobrol sama manusia lebih seru banding chat kadang jelas bahas apa url
2213,fear,"[USERNAME] Sebenernya aku nggak masalah kalau 'memperlihatkan' isi medsosku from time to time, dgn catatan: ""apapun risikonya, tanggung sendiri"" :) Tapi kalau tukeran username dan password, ada kemungkinan ""pembajakan"" nanti, aku malas.",username sebenernya aku masalah kalau lihat isi medsosku from time to time catat apa risiko tanggung sendiri kalau tukeran username password mungkin baja nanti aku malas
2214,sadness,"Kalo dia gak perduli, kenapa kita harus memperhatikannya ? Kalo dia tak mau dengar, kenapa kita harus bicara kepadanya ? Kalo dia memutuskan untuk pergi, kenapa kita harus bertahan mengikutinya ? Tak perlu mencari jawabannya karna kamu hanya perlu menghilangkan ""kalo, kenapa, ?""",kalau duli perhati kalau mau dengar bicara kepada kalau putus pergi tahan ikut perlu cari jawab kamu perlu hilang kalau kenapa
2215,fear,"Ih Ngeri, Beredar Foto Luna Maya Jadi Suzzanna Bikin Merinding [URL]",ih ngeri edar foto luna maya jadi suzzanna bikin merinding url
2216,love,"kalo dokter dipanggilnya ""dok"" - kalo suster dipanggilnya ""sus"" - nah kalo apoteker? ""ap"", ""tek"", ato ""ker"" ?. Iya juga yah, bingung. Aku pribadi sih lbh seneng kamu panggil ""sayang"", it warms ma heart",kalau dokter panggil dok kalau suster panggil sus nah kalau apoteker apa tek ker iya yah bingung aku pribadi sih lbh neng kamu panggil sayang it warms sama heart
2217,fear,"Bagaimana ya. Jalur yang dilewati juga jalur lewat truck juga. Aku mikir gini ""sayang gak sih sama nyawa?"" Dan beberapa umpatan lainnya. Dan jalan itu kurang penerangan dan banyak sekali yang ngelawan arus jalan.",bagaimana iya jalur lewat jalur lewat truck juga aku mikir gin sayang sih sama nyawa beberapa umpat lain jalan kurang terang banyak sekali ngelawan arus jalan
2218,anger,si gendut kalau saya yang suruh ogah jalan! dasar kebo!,si gendut kalau suruh mau jalan dasar kebo
2219,fear,"Serem kang,kl sdh macetnya begitu. Padahal tol semua yaa..,Horor itu mah",rem kang kalau macet begitu padahal tol semua yaa horor mah
2220,anger,"Jadi dulu pernah bilang gini ""Mas lu cuma maen2 doang ya sama gua?  : ya kaga lah bege, kalo buat maen doang ngapain gua sampe nungguin lu bertahun2? rajin banget gua"" and finally putus2 juga wkwkw makan tuh",jadi dulu pernah bilang gin mas kamu cuma main doang iya sama saya iya lah bege kalau buat main doang sedang apa nungguin kamu tahun rajin banget saya and finally putus wkwkw makan tuh
2221,love,Hal yang paling buat hari-hari ini selalu indah adalah kamu Karena kamu itu ASIK ( Anugerah yang Sempurna Indah di Kehidupan ku) #IniSahurTIKETCOMHariKe20 [USERNAME] [USERNAME],paling buat hari hari selalu indah kamu kamu asik anugerah sempurna indah hidup ku inisahurtiketcomharike username username
2222,anger,"kurangin intensitas berkabar, jadi tak berkabar tiap hari, yakali tiap hari banget begadang cuman buat face time dan telponan, dikantor tidur. ""namanya juga perjuangan det"" ya engga gitu juga sih, bejuang ga sekonyol itu juga. ada saatnya lah~",rangin intensitas kabar jadi kabar tiap hari yakali tiap hari banget begadang cuman buat face time telpon kantor tidur nama juang det iya engga gitu sih bejuang konyol juga saat lah
2223,love,Yoongiii Kangen banget ampe atit nih akunyaaa akirnya update uga.. makin putih yaaa ga pernah keluar kamar keknyaa selama summer yaaa.. sayang anet ama yoongiii...,yoongiii kangen banget ampe atit akunyaaa akirnya update uga makin putih yaaa pernah keluar kamar keknyaa lama summer yaaa sayang anet sama yoongiii
2224,happy,"Berusaha ikhlas dan pasrah. Hasil? serahin sama yg diatas. Allah udh ngatur segalanya, karna dia tau yang terbaik buat umatnya. Usaha ga akan menghianati hasil kok:)) *semangatindirisendiri*",usaha ikhlas pasrah hasil serahin sama atas allah udh ngatur segala tahu baik buat umat usaha menghianati hasil kok semangatindirisendiri
2225,sadness,"Hm, agak gimana gitu ya liat orang2 yg against Via Vallen. Karena dimana2 pelecehan ya pelecehan, mau verbal atau fisik. Jadi inget pernah digituin juga... Hmm",hm bagaimana gitu iya lihat orang against lewat vallen mana leceh iya leceh mau verbal fisik jadi inget pernah digituin juga hmm
2226,sadness,"Makin modern gaya hidupmu, makin banyak kamu produksi sampah plastik. Believe it or not. [USERNAME] coba aja itu sehari klo kamu makan, berapa sedotan, gelas plastik, plastik makanan yang kamu buang ?? #HariLingkunganHidupSedunia",makin modern gaya hidup makin banyak kamu produksi sampah plastik believe it or not username coba hari kalau kamu makan berapa sedot gelas plastik plastik makan kamu buang harilingkunganhidupsedunia
2227,fear,Cerita dengan A lain. Cerita dengan B lain. Cerita dgn C lain. Aku harap hubungan suami isteri tu halal lah lagi. Huhu jgn di bawa main tau cerai2 ni. Bahaya,cerita a lain cerita b lain cerita c lain aku harap hubung suami isteri tu halal lah lagi huhu jangan bawa main tahu cerai ini bahaya
2228,love,"Udah ah, udah panjang. Pokoknya tuh aku sayang kamu, i love you, saranghae, 143",ah panjang pokok tuh aku sayang kamu i love you saranghae
2229,sadness,Turut berdukacita atas korban gempa bumi di Lombok Semoga Tuhan senantiasa berikan yang terbaik #prayforlombok Cc [USERNAME] [URL],turut dukacita atas korban gempa bumi lombok moga tuhan senantiasa ikan baik prayforlombok cc username url
2230,fear,"Baca ini aku jadi takut:( padahal pakaianku sehari-hari juga udah syari, kerudung menutup dada dan selalu pakai rok.",baca aku jadi takut padahal pakai hari hari syar kerudung tutup dada selalu pakai rok
2231,anger,"Orang ga tau diri itu adalah kursi sebelahnya kosong tapi dibuat naruh jaket/tas, yang ga kebagian kursi berdiri di sebelahnya tapi dia tetep ga mindahin barang2nya :)",orang tahu diri kursi belah kosong buat naruh jaket tas bagi kursi diri belah tetep mindahin barang nya
2232,sadness,"Wah sekarang udah gak ada tulisan itu ya? Apollo dengan Pollo aja udah berdamai dengan masa lalu, tinggal mbanya aja nih yg belum berdamai dengan ... Ah sudahlah haha",wah sekarang tulis iya apollo pollo damai masa lalu tinggal mbanya damai ah sudah tertawa
2233,sadness,"Di malam 21 ini, aku berdoa, semoga apa apa yg overdosis di negeri ini segera kembali pada dosisnya apapun itu, yang sedang sedang aja, yang tengah tengah aja. Berlebihan itu ga baeek",malam ini aku doa moga apa apa overdosis negeri segera dosis apa itu sedang sedang saja tengah tengah saja lebih baeek
2234,anger,"Ngomongnya sih ayo kita sama sama sampek 12windu lagi atau lebih.. Tp giliran skrng di chat ga balas, di telpon di reject, diajak ketemuan bilang sibuk.. Pokoknya ada deh jutaan alasan kerbaushit-nya.. Kalo mau ngindarin itu bilang aja sih, gausah gitu.. Classic bgt anjir",ngomongnya sih ayo sama sama sampek windu lebih gilir skrng chat balas telpon reject ajak ketemu bilang sibuk pokok deh juta alas kerbaushit nya kalau mau ngindarin bilang sih gausah gitu classic banget anjing
2235,fear,"[askMF] Masa aku baru pacaran kemarin, tp gaada saling kabar-kabaran lg dimana atau mau kemana. Chat nya jg random aja. Trs aku mau ngabarin dia jg kaya mikir 2x takut dia nya keganggu. Wajar ga sih?",askmf masa aku baru pacar kemarin uang saling kabar kabar mau mana chat nya random saja terus aku mau ngabarin kaya mikir x takut nya ganggu wajar sih
2236,fear,"hhh sampe sekarang masih kepikiran sm mahasiswa yg suicide karena skripsi & pressure dari orang sekitar. takut kalo gue nantinya kayak gt, karena mikirin skripsi udh stress bgt ditambah pressure orang orang terdekat dengan nanyain 'kapan lulus?' dll, takut ntar pas gue skripsi-",hhh sekarang pikir sm mahasiswa suicide skripsi pressure orang sekitar takut kalau nanti kayak begitu mikirin skripsi udh stress banget tambah pressure orang orang dekat nanyain kapan lulus dan lain-lain takut pas skripsi
2237,fear,"Ya Allah ngeri bgt  Td yg brusan sawa ukuran pipa pralon gt, makanya w tutupin sela2 pintu tkt badannya elastis bs masuk sela2 [URL]",iya allah ngeri banget tadi brusan sawa ukur pipa pralon begitu makanya w tutupin sela pintu tkt badan elastis masuk sela url
